age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,2,123,356,-1,-1,0,-1
2,1,2,134,269,-1,-1,0,-1
2,1,2,55,347,-1,-1,0,-1
2,1,2,86,346,-1,-1,0,-1
2,1,2,119,305,-1,-1,0,-1
2,1,2,130,250,-1,-1,0,-1
2,1,2,103,234,-1,-1,0,-1
2,1,2,49,350,-1,-1,0,-1
2,1,2,94,335,-1,-1,0,-1
2,1,2,103,356,-1,-1,0,-1
2,1,2,84,268,-1,-1,0,-1
2,1,2,132,217,-1,-1,0,-1
2,1,2,129,279,-1,-1,0,-1
2,1,2,106,306,-1,-1,0,-1
2,1,2,107,341,-1,-1,0,-1
2,1,2,102,226,-1,-1,0,-1
2,1,2,45,350,-1,-1,0,-1
2,1,2,62,226,-1,-1,0,-1
2,1,2,35,264,-1,-1,0,-1
2,1,2,119,345,-1,-1,0,-1
2,1,2,76,233,-1,-1,0,-1
2,1,2,86,247,-1,-1,0,-1
2,1,2,104,271,-1,-1,0,-1
2,1,2,81,284,-1,-1,0,-1
2,1,2,180,323,-1,-1,0,-1
2,1,2,38,269,-1,-1,0,-1
2,1,2,44,272,-1,-1,0,-1
2,1,2,79,351,-1,-1,0,-1
2,1,2,121,222,-1,-1,0,-1
2,1,2,114,260,-1,-1,0,-1
2,1,2,60,263,-1,-1,0,-1
2,1,2,137,217,-1,-1,0,-1
2,1,2,38,248,-1,-1,0,-1
2,1,2,150,225,-1,-1,0,-1
2,1,2,76,236,-1,-1,0,-1
2,1,2,102,242,-1,-1,0,-1
2,1,2,161,220,-1,-1,0,-1
2,1,2,90,257,-1,-1,0,-1
2,1,2,126,237,-1,-1,0,-1
2,1,2,37,353,-1,-1,0,-1
2,1,2,154,269,-1,-1,0,-1
2,1,2,78,258,-1,-1,0,-1
2,1,2,93,322,-1,-1,0,-1
2,1,2,107,251,-1,-1,0,-1
2,1,2,47,301,-1,-1,0,-1
2,1,2,133,269,-1,-1,0,-1
2,1,2,117,272,-1,-1,0,-1
2,1,2,142,354,-1,-1,0,-1
2,1,2,57,264,-1,-1,0,-1
2,1,2,108,296,-1,-1,0,-1
2,1,2,147,314,-1,-1,0,-1
2,1,2,70,338,-1,-1,0,-1
2,1,2,75,243,-1,-1,0,-1
2,1,2,108,363,-1,-1,0,-1
2,1,2,38,328,-1,-1,0,-1
2,1,2,110,346,-1,-1,0,-1
2,1,2,91,233,-1,-1,0,-1
2,1,2,38,355,-1,-1,0,-1
2,1,2,162,322,-1,-1,0,-1
2,1,2,89,327,-1,-1,0,-1
2,1,2,172,339,-1,-1,0,-1
2,1,2,108,291,-1,-1,0,-1
2,1,2,174,217,-1,-1,0,-1
2,1,2,135,232,-1,-1,0,-1
2,1,2,62,222,-1,-1,0,-1
2,1,2,96,307,-1,-1,0,-1
2,1,2,145,300,-1,-1,0,-1
2,1,2,89,336,-1,-1,0,-1
2,1,2,180,306,-1,-1,0,-1
2,1,2,45,349,-1,-1,0,-1
2,1,2,80,284,-1,-1,0,-1
2,1,2,123,363,-1,-1,0,-1
2,1,2,35,233,-1,-1,0,-1
2,1,2,163,306,-1,-1,0,-1
2,1,2,145,308,-1,-1,0,-1
2,1,2,101,323,-1,-1,0,-1
2,1,2,87,225,-1,-1,0,-1
2,1,2,129,276,-1,-1,0,-1
2,1,2,154,288,-1,-1,0,-1
2,1,2,95,251,-1,-1,0,-1
2,1,2,135,361,-1,-1,0,-1
2,1,2,80,316,-1,-1,0,-1
2,1,2,110,250,-1,-1,0,-1
2,1,2,164,303,-1,-1,0,-1
2,1,2,126,347,-1,-1,0,-1
2,1,2,130,222,-1,-1,0,-1
2,1,2,59,227,-1,-1,0,-1
2,1,2,106,274,-1,-1,0,-1
2,1,2,49,292,-1,-1,0,-1
2,1,2,57,341,-1,-1,0,-1
2,1,2,167,326,-1,-1,0,-1
2,1,2,67,290,-1,-1,0,-1
2,1,2,39,348,-1,-1,0,-1
2,1,2,132,285,-1,-1,0,-1
2,1,2,61,351,-1,-1,0,-1
2,1,2,114,330,-1,-1,0,-1
2,1,2,72,273,-1,-1,0,-1
2,1,2,99,340,-1,-1,0,-1
2,1,2,110,302,-1,-1,0,-1
2,1,2,55,309,-1,-1,0,-1
2,1,2,137,328,-1,-1,0,-1
2,1,2,45,294,-1,-1,0,-1
2,1,2,37,239,-1,-1,0,-1
2,1,2,53,266,-1,-1,0,-1
2,1,2,95,271,-1,-1,0,-1
2,1,2,109,285,-1,-1,0,-1
2,1,2,109,240,-1,-1,0,-1
2,1,2,144,296,-1,-1,0,-1
2,1,2,137,243,-1,-1,0,-1
2,1,2,44,248,-1,-1,0,-1
2,1,2,130,257,-1,-1,0,-1
2,1,2,96,304,-1,-1,0,-1
2,1,2,58,223,-1,-1,0,-1
2,1,2,56,254,-1,-1,0,-1
2,1,2,40,279,-1,-1,0,-1
2,1,2,127,314,-1,-1,0,-1
2,1,2,64,221,-1,-1,0,-1
2,1,2,131,355,-1,-1,0,-1
2,1,2,70,277,-1,-1,0,-1
2,1,2,147,336,-1,-1,0,-1
2,1,2,170,243,-1,-1,0,-1
2,1,2,117,282,-1,-1,0,-1
2,1,2,40,311,-1,-1,0,-1
2,1,2,115,323,-1,-1,0,-1
2,1,2,75,272,-1,-1,0,-1
2,1,2,140,243,-1,-1,0,-1
2,1,2,119,358,-1,-1,0,-1
2,1,2,100,316,-1,-1,0,-1
2,1,2,120,239,-1,-1,0,-1
2,1,2,92,263,-1,-1,0,-1
2,1,2,89,286,-1,-1,0,-1
2,1,2,109,249,-1,-1,0,-1
2,1,2,56,219,-1,-1,0,-1
2,1,2,144,250,-1,-1,0,-1
2,1,2,166,221,-1,-1,0,-1
2,1,2,171,266,-1,-1,0,-1
2,1,2,95,276,-1,-1,0,-1
2,1,2,139,316,-1,-1,0,-1
2,1,2,77,292,-1,-1,0,-1
2,1,2,63,267,-1,-1,0,-1
2,1,2,142,251,-1,-1,0,-1
2,1,2,63,308,-1,-1,0,-1
2,1,2,141,257,-1,-1,0,-1
2,1,2,80,360,-1,-1,0,-1
2,1,2,146,316,-1,-1,0,-1
2,1,2,49,352,-1,-1,0,-1
2,1,2,52,254,-1,-1,0,-1
2,1,2,86,324,-1,-1,0,-1
2,1,2,115,346,-1,-1,0,-1
2,1,2,107,297,-1,-1,0,-1
2,1,2,165,338,-1,-1,0,-1
2,1,2,81,240,-1,-1,0,-1
2,1,2,160,341,-1,-1,0,-1
2,1,2,143,262,-1,-1,0,-1
2,1,2,72,271,-1,-1,0,-1
2,1,2,60,238,-1,-1,0,-1
2,1,2,90,353,-1,-1,0,-1
2,1,2,102,292,-1,-1,0,-1
2,1,2,83,284,-1,-1,0,-1
2,1,2,133,355,-1,-1,0,-1
2,1,2,140,259,-1,-1,0,-1
2,1,2,105,295,-1,-1,0,-1
2,1,2,164,360,-1,-1,0,-1
2,1,2,58,255,-1,-1,0,-1
2,1,2,46,335,-1,-1,0,-1
2,1,2,132,231,-1,-1,0,-1
2,1,2,125,335,-1,-1,0,-1
2,1,2,96,236,-1,-1,0,-1
2,1,2,80,238,-1,-1,0,-1
2,1,2,107,285,-1,-1,0,-1
2,1,2,71,250,-1,-1,0,-1
2,1,2,128,280,-1,-1,0,-1
2,1,2,129,289,-1,-1,0,-1
2,1,2,160,297,-1,-1,0,-1
2,1,2,72,336,-1,-1,0,-1
2,1,2,177,269,-1,-1,0,-1
2,1,2,85,272,-1,-1,0,-1
2,1,2,48,359,-1,-1,0,-1
2,1,2,114,329,-1,-1,0,-1
2,1,2,119,302,-1,-1,0,-1
2,1,2,71,313,-1,-1,0,-1
2,1,2,146,314,-1,-1,0,-1
2,1,2,133,224,-1,-1,0,-1
2,1,2,152,344,-1,-1,0,-1
2,1,2,118,307,-1,-1,0,-1
2,1,2,109,238,-1,-1,0,-1
2,1,2,71,264,-1,-1,0,-1
2,1,2,175,262,-1,-1,0,-1
2,1,2,92,273,-1,-1,0,-1
2,1,2,113,244,-1,-1,0,-1
2,1,2,165,254,-1,-1,0,-1
2,1,2,173,223,-1,-1,0,-1
2,1,2,86,345,-1,-1,0,-1
2,1,2,178,295,-1,-1,0,-1
2,1,2,85,267,-1,-1,0,-1
2,1,2,80,223,-1,-1,0,-1
2,1,2,98,343,-1,-1,0,-1
2,1,2,179,229,-1,-1,0,-1
2,1,2,151,333,-1,-1,0,-1
2,1,2,107,310,-1,-1,0,-1
2,1,2,84,360,-1,-1,0,-1
2,1,2,140,320,-1,-1,0,-1
2,1,2,44,344,-1,-1,0,-1
2,1,2,116,301,-1,-1,0,-1
2,1,2,75,306,-1,-1,0,-1
2,1,2,43,216,-1,-1,0,-1
2,1,2,129,268,-1,-1,0,-1
2,1,2,101,248,-1,-1,0,-1
2,1,2,86,348,-1,-1,0,-1
2,1,2,147,293,-1,-1,0,-1
2,1,2,36,327,-1,-1,0,-1
2,1,2,157,322,-1,-1,0,-1
2,1,2,55,339,-1,-1,0,-1
2,1,2,128,338,-1,-1,0,-1
2,1,2,60,326,-1,-1,0,-1
2,1,2,39,267,-1,-1,0,-1
2,1,2,165,362,-1,-1,0,-1
2,1,2,105,303,-1,-1,0,-1
2,1,2,61,236,-1,-1,0,-1
2,1,2,75,274,-1,-1,0,-1
2,1,2,146,234,-1,-1,0,-1
2,1,2,119,281,-1,-1,0,-1
2,1,2,157,337,-1,-1,0,-1
2,1,2,122,240,-1,-1,0,-1
2,1,2,136,348,-1,-1,0,-1
2,1,2,90,269,-1,-1,0,-1
2,1,2,138,219,-1,-1,0,-1
2,1,2,71,304,-1,-1,0,-1
2,1,2,74,246,-1,-1,0,-1
2,1,2,74,339,-1,-1,0,-1
2,1,2,65,305,-1,-1,0,-1
2,1,2,180,333,-1,-1,0,-1
2,1,2,57,351,-1,-1,0,-1
2,1,2,177,267,-1,-1,0,-1
2,1,2,157,345,-1,-1,0,-1
2,1,2,131,318,-1,-1,0,-1
2,1,2,74,284,-1,-1,0,-1
2,1,2,110,326,-1,-1,0,-1
2,1,2,85,225,-1,-1,0,-1
2,1,2,59,245,-1,-1,0,-1
2,1,2,56,307,-1,-1,0,-1
2,1,2,174,255,-1,-1,0,-1
2,1,2,117,294,-1,-1,0,-1
2,1,2,143,319,-1,-1,0,-1
2,1,2,94,242,-1,-1,0,-1
2,1,2,148,238,-1,-1,0,-1
2,1,2,109,291,-1,-1,0,-1
2,1,2,93,295,-1,-1,0,-1
2,1,2,144,338,-1,-1,0,-1
2,1,2,103,273,-1,-1,0,-1
2,1,2,170,339,-1,-1,0,-1
2,1,2,73,223,-1,-1,0,-1
2,1,2,118,287,-1,-1,0,-1
2,1,2,115,332,-1,-1,0,-1
2,1,2,72,353,-1,-1,0,-1
2,1,2,63,332,-1,-1,0,-1
2,1,2,85,356,-1,-1,0,-1
2,1,2,148,359,-1,-1,0,-1
2,1,2,126,304,-1,-1,0,-1
2,1,2,172,351,-1,-1,0,-1
2,1,2,106,282,-1,-1,0,-1
2,1,2,119,357,-1,-1,0,-1
2,1,2,172,231,-1,-1,0,-1
2,1,2,153,358,-1,-1,0,-1
2,1,2,100,247,-1,-1,0,-1
2,1,2,179,351,-1,-1,0,-1
2,1,2,167,336,-1,-1,0,-1
2,1,2,83,337,-1,-1,0,-1
2,1,2,43,258,-1,-1,0,-1
2,1,2,50,362,-1,-1,0,-1
2,1,2,169,287,-1,-1,0,-1
2,1,2,73,305,-1,-1,0,-1
2,1,2,55,270,-1,-1,0,-1
2,1,2,168,353,-1,-1,0,-1
2,1,2,124,244,-1,-1,0,-1
2,1,2,80,332,-1,-1,0,-1
2,1,2,148,289,-1,-1,0,-1
2,1,2,137,308,-1,-1,0,-1
2,1,2,63,268,-1,-1,0,-1
2,1,2,172,318,-1,-1,0,-1
2,1,2,155,270,-1,-1,0,-1
2,1,2,116,304,-1,-1,0,-1
2,1,2,147,354,-1,-1,0,-1
2,1,2,39,294,-1,-1,0,-1
2,1,2,149,319,-1,-1,0,-1
2,1,2,50,317,-1,-1,0,-1
2,1,2,82,354,-1,-1,0,-1
2,1,2,172,241,-1,-1,0,-1
2,1,2,48,247,-1,-1,0,-1
2,1,2,175,315,-1,-1,0,-1
2,1,2,83,279,-1,-1,0,-1
2,1,2,79,238,-1,-1,0,-1
2,1,2,123,337,-1,-1,0,-1
2,1,2,39,284,-1,-1,0,-1
2,1,2,38,221,-1,-1,0,-1
2,1,2,155,344,-1,-1,0,-1
2,1,2,162,332,-1,-1,0,-1
2,1,2,137,262,-1,-1,0,-1
2,1,2,95,256,-1,-1,0,-1
2,1,2,103,251,-1,-1,0,-1
2,1,2,141,241,-1,-1,0,-1
2,1,2,173,353,-1,-1,0,-1
2,1,2,67,266,-1,-1,0,-1
2,1,2,137,340,-1,-1,0,-1
2,1,2,59,272,-1,-1,0,-1
2,1,2,157,264,-1,-1,0,-1
2,1,2,164,255,-1,-1,0,-1
2,1,2,76,354,-1,-1,0,-1
2,1,2,67,356,-1,-1,0,-1
2,1,2,107,356,-1,-1,0,-1
2,1,2,179,305,-1,-1,0,-1
2,1,2,79,297,-1,-1,0,-1
2,1,2,154,241,-1,-1,0,-1
2,1,2,100,294,-1,-1,0,-1
2,1,2,53,243,-1,-1,0,-1
2,1,2,179,352,-1,-1,0,-1
2,1,2,90,229,-1,-1,0,-1
2,1,2,174,270,-1,-1,0,-1
2,1,2,43,280,-1,-1,0,-1
2,1,2,61,355,-1,-1,0,-1
2,1,2,124,273,-1,-1,0,-1
2,1,2,151,256,-1,-1,0,-1
2,1,2,106,348,-1,-1,0,-1
2,1,2,136,294,-1,-1,0,-1
2,1,2,88,353,-1,-1,0,-1
2,1,2,76,250,-1,-1,0,-1
2,1,2,55,274,-1,-1,0,-1
2,1,2,92,345,-1,-1,0,-1
2,1,2,39,308,-1,-1,0,-1
2,1,2,83,311,-1,-1,0,-1
2,1,2,143,342,-1,-1,0,-1
2,1,2,50,355,-1,-1,0,-1
2,1,2,59,267,-1,-1,0,-1
2,1,2,155,253,-1,-1,0,-1
2,1,2,65,326,-1,-1,0,-1
2,1,2,52,296,-1,-1,0,-1
2,1,2,86,300,-1,-1,0,-1
2,1,2,48,294,-1,-1,0,-1
2,1,2,177,251,-1,-1,0,-1
2,1,2,169,244,-1,-1,0,-1
2,1,2,44,265,-1,-1,0,-1
2,1,2,170,286,-1,-1,0,-1
2,1,2,43,328,-1,-1,0,-1
2,1,2,90,288,-1,-1,0,-1
2,1,2,147,252,-1,-1,0,-1
2,1,2,151,293,-1,-1,0,-1
2,1,2,100,221,-1,-1,0,-1
2,1,2,138,362,-1,-1,0,-1
2,1,2,73,291,-1,-1,0,-1
2,1,2,101,333,-1,-1,0,-1
2,1,2,88,242,-1,-1,0,-1
2,1,2,115,346,-1,-1,0,-1
2,1,2,169,312,-1,-1,0,-1
2,1,2,69,343,-1,-1,0,-1
2,1,2,85,283,-1,-1,0,-1
2,1,2,38,233,-1,-1,0,-1
2,1,2,131,303,-1,-1,0,-1
2,1,2,152,235,-1,-1,0,-1
2,1,2,136,291,-1,-1,0,-1
2,1,2,148,353,-1,-1,0,-1
2,1,2,37,278,-1,-1,0,-1
2,1,2,129,281,-1,-1,0,-1
2,1,2,95,265,-1,-1,0,-1
2,1,2,45,283,-1,-1,0,-1
2,1,2,153,340,-1,-1,0,-1
2,1,2,108,278,-1,-1,0,-1
2,1,2,47,323,-1,-1,0,-1
2,1,2,177,268,-1,-1,0,-1
2,1,2,160,341,-1,-1,0,-1
2,1,2,36,328,-1,-1,0,-1
2,1,2,127,324,-1,-1,0,-1
2,1,2,129,262,-1,-1,0,-1
2,1,2,76,223,-1,-1,0,-1
2,1,2,134,360,-1,-1,0,-1
2,1,2,72,276,-1,-1,0,-1
2,1,2,61,216,-1,-1,0,-1
2,1,2,180,279,-1,-1,0,-1
2,1,2,151,340,-1,-1,0,-1
2,1,2,38,236,-1,-1,0,-1
2,1,2,104,358,-1,-1,0,-1
2,1,2,80,360,-1,-1,0,-1
2,1,2,126,269,-1,-1,0,-1
2,1,2,148,314,-1,-1,0,-1
2,1,2,170,246,-1,-1,0,-1
2,1,2,56,308,-1,-1,0,-1
2,1,2,70,228,-1,-1,0,-1
2,1,2,117,302,-1,-1,0,-1
2,1,2,61,335,-1,-1,0,-1
2,1,2,104,221,-1,-1,0,-1
2,1,2,94,314,-1,-1,0,-1
2,1,2,69,240,-1,-1,0,-1
2,1,2,118,350,-1,-1,0,-1
2,1,2,98,260,-1,-1,0,-1
2,1,2,43,224,-1,-1,0,-1
2,1,2,179,294,-1,-1,0,-1
2,1,2,140,326,-1,-1,0,-1
2,1,2,162,220,-1,-1,0,-1
2,1,2,140,252,-1,-1,0,-1
2,1,2,92,334,-1,-1,0,-1
2,1,2,124,333,-1,-1,0,-1
3,1,2,51,347,-1,-1,0,-1
3,1,2,53,357,-1,-1,0,-1
3,1,2,155,334,-1,-1,0,-1
3,1,2,83,294,-1,-1,0,-1
3,1,2,38,245,-1,-1,0,-1
3,1,2,121,220,-1,-1,0,-1
3,1,2,154,307,-1,-1,0,-1
3,1,2,149,224,-1,-1,0,-1
3,1,2,168,350,-1,-1,0,-1
3,1,2,129,292,-1,-1,0,-1
3,1,2,168,282,-1,-1,0,-1
3,1,2,126,276,-1,-1,0,-1
3,1,2,129,267,-1,-1,0,-1
3,1,2,65,249,-1,-1,0,-1
3,1,2,122,248,-1,-1,0,-1
3,1,2,43,228,-1,-1,0,-1
3,1,2,37,307,-1,-1,0,-1
3,1,2,164,305,-1,-1,0,-1
3,1,2,60,286,-1,-1,0,-1
3,1,2,76,250,-1,-1,0,-1
3,1,2,56,238,-1,-1,0,-1
3,1,2,66,347,-1,-1,0,-1
3,1,2,104,246,-1,-1,0,-1
3,1,2,46,219,-1,-1,0,-1
3,1,2,86,303,-1,-1,0,-1
3,1,2,121,312,-1,-1,0,-1
3,1,2,59,255,-1,-1,0,-1
3,1,2,89,318,-1,-1,0,-1
3,1,2,48,328,-1,-1,0,-1
3,1,2,156,355,-1,-1,0,-1
3,1,2,43,338,-1,-1,0,-1
3,1,2,181,254,-1,-1,0,-1
3,1,2,87,318,-1,-1,0,-1
3,1,2,181,324,-1,-1,0,-1
3,1,2,112,264,-1,-1,0,-1
3,1,2,170,294,-1,-1,0,-1
3,1,2,162,257,-1,-1,0,-1
3,1,2,173,273,-1,-1,0,-1
3,1,2,180,338,-1,-1,0,-1
3,1,2,181,325,-1,-1,0,-1
3,1,2,162,280,-1,-1,0,-1
3,1,2,126,340,-1,-1,0,-1
3,1,2,126,226,-1,-1,0,-1
3,1,2,46,322,-1,-1,0,-1
3,1,2,42,348,-1,-1,0,-1
3,1,2,167,286,-1,-1,0,-1
3,1,2,107,249,-1,-1,0,-1
3,1,2,55,342,-1,-1,0,-1
3,1,2,51,312,-1,-1,0,-1
3,1,2,71,286,-1,-1,0,-1
3,1,2,86,332,-1,-1,0,-1
3,1,2,119,313,-1,-1,0,-1
3,1,2,145,325,-1,-1,0,-1
3,1,2,157,328,-1,-1,0,-1
3,1,2,142,220,-1,-1,0,-1
3,1,2,135,298,-1,-1,0,-1
3,1,2,72,282,-1,-1,0,-1
3,1,2,156,309,-1,-1,0,-1
3,1,2,140,252,-1,-1,0,-1
3,1,2,110,346,-1,-1,0,-1
3,1,2,157,275,-1,-1,0,-1
3,1,2,148,352,-1,-1,0,-1
3,1,2,67,288,-1,-1,0,-1
3,1,2,158,315,-1,-1,0,-1
3,1,2,144,274,-1,-1,0,-1
3,1,2,83,337,-1,-1,0,-1
3,1,2,98,350,-1,-1,0,-1
3,1,2,100,260,-1,-1,0,-1
3,1,2,92,298,-1,-1,0,-1
3,1,2,173,351,-1,-1,0,-1
3,1,2,135,305,-1,-1,0,-1
3,1,2,92,228,-1,-1,0,-1
3,1,2,53,248,-1,-1,0,-1
3,1,2,136,338,-1,-1,0,-1
3,1,2,163,326,-1,-1,0,-1
3,1,2,62,299,-1,-1,0,-1
3,1,2,35,292,-1,-1,0,-1
3,1,2,154,344,-1,-1,0,-1
3,1,2,78,277,-1,-1,0,-1
3,1,2,151,308,-1,-1,0,-1
3,1,2,172,315,-1,-1,0,-1
3,1,2,112,248,-1,-1,0,-1
3,1,2,166,228,-1,-1,0,-1
3,1,2,89,233,-1,-1,0,-1
3,1,2,128,344,-1,-1,0,-1
3,1,2,108,263,-1,-1,0,-1
3,1,2,158,278,-1,-1,0,-1
3,1,2,135,272,-1,-1,0,-1
3,1,2,128,259,-1,-1,0,-1
3,1,2,67,317,-1,-1,0,-1
3,1,2,68,313,-1,-1,0,-1
3,1,2,176,330,-1,-1,0,-1
3,1,2,154,304,-1,-1,0,-1
3,1,2,171,321,-1,-1,0,-1
3,1,2,104,284,-1,-1,0,-1
3,1,2,60,251,-1,-1,0,-1
3,1,2,106,285,-1,-1,0,-1
3,1,2,165,280,-1,-1,0,-1
3,1,2,166,257,-1,-1,0,-1
3,1,2,151,235,-1,-1,0,-1
3,1,2,111,231,-1,-1,0,-1
3,1,2,166,249,-1,-1,0,-1
3,1,2,124,226,-1,-1,0,-1
3,1,2,64,350,-1,-1,0,-1
3,1,2,46,236,-1,-1,0,-1
3,1,2,106,227,-1,-1,0,-1
3,1,2,132,343,-1,-1,0,-1
3,1,2,98,232,-1,-1,0,-1
3,1,2,146,249,-1,-1,0,-1
3,1,2,81,290,-1,-1,0,-1
3,1,2,174,257,-1,-1,0,-1
3,1,2,42,276,-1,-1,0,-1
3,1,2,156,322,-1,-1,0,-1
3,1,2,53,284,-1,-1,0,-1
3,1,2,45,321,-1,-1,0,-1
3,1,2,166,229,-1,-1,0,-1
3,1,2,123,363,-1,-1,0,-1
3,1,2,175,359,-1,-1,0,-1
3,1,2,52,327,-1,-1,0,-1
3,1,2,56,266,-1,-1,0,-1
3,1,2,49,335,-1,-1,0,-1
3,1,2,61,292,-1,-1,0,-1
3,1,2,100,282,-1,-1,0,-1
3,1,2,124,240,-1,-1,0,-1
3,1,2,56,221,-1,-1,0,-1
3,1,2,90,321,-1,-1,0,-1
3,1,2,59,217,-1,-1,0,-1
3,1,2,64,320,-1,-1,0,-1
3,1,2,153,299,-1,-1,0,-1
3,1,2,116,341,-1,-1,0,-1
3,1,2,83,290,-1,-1,0,-1
3,1,2,81,326,-1,-1,0,-1
3,1,2,78,308,-1,-1,0,-1
3,1,2,75,258,-1,-1,0,-1
3,1,2,175,274,-1,-1,0,-1
3,1,2,162,300,-1,-1,0,-1
3,1,2,90,303,-1,-1,0,-1
3,1,2,114,297,-1,-1,0,-1
3,1,2,112,257,-1,-1,0,-1
3,1,2,126,323,-1,-1,0,-1
3,1,2,111,357,-1,-1,0,-1
3,1,2,152,252,-1,-1,0,-1
3,1,2,126,302,-1,-1,0,-1
3,1,2,126,339,-1,-1,0,-1
3,1,2,75,293,-1,-1,0,-1
3,1,2,176,343,-1,-1,0,-1
