"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_[70,75)","contact_[75,80)","contact_80+"
3.48226877198551,1.11157605421938,0.296107835592745,0.192382386923604,0.629426497504711,0.368937291410793,1.22782090252525,1.45056769964072,1.09724106771362,1.19084035911848,0.377927711169401,0.624896388284076,0.484333639872344,0.389340961593004,0.367571901821252,0.113856489195694,0.260759791437606
1.14491338569512,9.14131911544604,1.66449453434018,0.255777138122269,0.294851134340595,0.436331527152415,1.05387762350802,1.48369082850814,1.81127241755838,1.03393451733849,0.960409352456961,1.08908208688005,0.38967124294684,0.46274535851901,0.236528947787827,0.199269480723492,0.285694337056162
0.29599088011514,1.61538986309983,14.7210667836836,1.4925708008642,0.554013796446228,0.434367898839658,0.548869018743743,0.800449770787888,1.67430951132379,1.07577983307438,2.56954293107423,1.00197982626832,0.662099918238009,0.344410837141529,0.274440546880894,0.090615044404167,0.215656922649386
0.185173475871061,0.239024128455105,1.43720917480581,16.8141023618325,1.49816050039145,1.02606044687631,0.570003085877936,0.920876158195762,1.4611517209452,2.14795846531062,2.19237712679561,0.579182616668689,0.41426047685049,0.165250280575103,0.139952989999523,0.320001913338557,0.264628641069014
0.555911004279647,0.25283058044507,0.489499664990924,1.37469110251782,4.99320244497365,3.38715408994789,1.38658777982955,1.07308109034727,1.37543759315199,1.26648256284849,1.15837008349249,0.972836261387891,0.664051777218706,0.217272402604735,0.353786539897449,0.0895444771413124,0.166081437976031
0.273863042577012,0.314458991653329,0.322559743863716,0.791298514355356,2.84679096498018,3.28835057363175,2.43685045063047,1.7695921960866,1.34891172634619,1.03145823155737,1.10356882461875,1.13457081882716,0.784382049480492,0.397304057735025,0.433898222050092,0.215521937150692,0.544142584160722
0.751831452309272,0.626530475456149,0.336221711681048,0.362617871624531,0.961330202181736,2.01017316566439,2.51433871740877,2.25478037165686,1.75703618505,1.20840048513311,1.01805310480655,0.917563224730602,0.995146287180907,0.673102593890798,0.217890364966769,0.050882988551034,0.287606999277464
0.842034469637213,0.836183953820076,0.464833609531706,0.555366432716539,0.705284208968948,1.38383460996912,2.13752225707512,3.02394639861085,2.56299371676064,1.49938380827694,1.10167485374255,0.945287174535543,0.867613545532712,0.736537474627769,0.377895014288181,0.18672204998305,0.10006757982591
0.653219202100441,1.04690485056415,0.997158516615389,0.903730069633197,0.927123372772201,1.0818313064301,1.70825274307138,2.62852772783534,3.10966947712943,1.72369328746532,1.76955801241624,1.01853349337611,0.945689065457207,0.543435070232759,0.640663155443986,0.333343596020606,0.201278591154363
0.814283544469965,0.686406989622928,0.735897083492143,1.52592968825233,0.980530436146454,0.950151559944165,1.34942122463226,1.7662129406658,1.97981775644487,1.54506544515245,1.49651842516451,1.2417567689209,0.790322350373482,0.521035231542329,0.410129958917282,0.41200163893814,0.352620062378235
0.281427278841036,0.694353108877779,1.91418937840888,1.69613043311278,0.976662555977625,1.10707234914875,1.23806207235677,1.41325009443046,2.21342785143611,1.62973656307843,1.65960981987058,1.57912386167371,0.97333428730329,0.474431785671686,0.362986648892479,0.347028982239034,0.594100064496301
0.455859407780254,0.771347492171415,0.731229080606979,0.438960009014916,0.803530577973028,1.11499685635398,1.09313409154325,1.18794081867514,1.24807686661927,1.32476037693957,1.54696913687874,1.82109898873722,1.29125224828234,0.692891784383862,0.529478372128288,0.467658547719956,0.619337409730604
0.421612971749242,0.329332231076167,0.576586452407828,0.374653126101515,0.654502069434657,0.919848072042621,1.41472096457884,1.30107935611372,1.38280457799602,1.0061239345632,1.13782087717726,1.54083989020897,0.990023123033999,1.39215827143821,0.719543408026101,0.382153587737527,0.474051769243631
0.326946159644918,0.377272164950626,0.289330702454249,0.144169993502839,0.206581040693304,0.449457125686399,0.923085523042574,1.06548937697821,0.766543696103496,0.639869074028495,0.535010699025978,0.797606432573549,1.34296726085381,1.2208735574353,0.700882496714293,0.70330652953315,0.392525177244062
0.358929264548777,0.224242234900623,0.268093577189869,0.141982649147418,0.391153860014872,0.570786326112987,0.347471446718181,0.635690700637088,1.05084684193588,0.585687486031127,0.475992117710208,0.708748056987239,0.80714996572687,0.815015061952373,0.360767842266037,0.620104969708991,0.358114821980179
0.133523496369432,0.226885763900315,0.106309428951553,0.389887231883982,0.11889907164313,0.340494825315544,0.0974511686301645,0.37722776206374,0.656651794383659,0.706605052081742,0.546522693849269,0.751806155481888,0.5148355398474,0.982196572123102,0.744729497988831,0.24761077324066,0.346240545128043
0.247004415485675,0.262743677037376,0.204361492266511,0.260427875735445,0.178125025315976,0.694377968362976,0.444916052390504,0.163292267811972,0.320261539541109,0.488482485096123,0.755729259695992,0.804208201574435,0.515846554054625,0.442777421582265,0.347392009195233,0.279667568612292,0.440664862775416
