"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_[70,75)","contact_[75,80)","contact_80+"
1.73836555735903,0.674039886254027,0.521536041792443,0.265640658712252,0.26432032784664,0.861899208613541,1.18949848798823,0.99906503674518,0.347087061028297,0.271041334172436,0.420790259312136,0.452753430463635,0.300179109701592,0.277999026051886,0.146465696885281,0.074438651209989,0.0169536569963512
0.663067027639197,2.94733313382696,0.790428887487633,0.478074684689922,0.412427939910653,0.357561891940548,1.05363755932715,1.06635857396965,0.585581218087917,0.262242666562464,0.430135688993378,0.274645735937553,0.184050189594341,0.406198719259695,0.146845489615753,0.0210805333238123,0.016257597300895
0.481386915113739,0.741653281946596,5.00927516747251,1.11858896011796,0.57643154640599,0.182095020788085,0.583933816442929,1.27228493530247,1.15401747304907,0.602642228771746,0.315087639582793,0.244722458696651,0.200206706278623,0.150240048083391,0.159753082944824,0.12692978446757,0.124103705549155
0.247238805580495,0.452320217498629,1.12793133626293,6.15399395965429,2.07001708351826,0.567035786092619,0.489359712742049,0.598117476567899,1.1968369937358,1.05443612787319,0.475800309762047,0.233753144275808,0.0812649876797893,0.146427548601606,0.170030458907371,0.0960439931069292,0.00704970616948878
0.237425563181419,0.376593791298676,0.560963621682315,1.99778502684217,4.47234745702922,1.3160089351452,1.16052927389258,0.581405266738228,0.807956889311266,1.06011287928828,0.933105811279981,0.511722035144164,0.149736704475209,0.169462964273052,0.0534217287712539,0.168678161990085,0.0376630497871381
0.75833759519695,0.319805181551733,0.173577816531861,0.536036650984008,1.28904485711652,2.28948352833974,1.32864177778401,1.27608335750611,0.843697773055414,1.29258644741374,1.01712255245348,0.770251025676259,0.272070631553908,0.168352202416097,0.118580733018632,0.18275351652716,0.0569616859839523
0.983261770097988,0.885369725419666,0.522948511784066,0.434621677502285,1.06798326335335,1.24826576210576,1.984105622737,1.7005719427202,1.17053588830899,0.90866452663617,0.694957238043336,1.16403649532647,0.680505168261703,0.30135931076734,0.159378989151167,0.0953739624039281,0.0937725914571476
0.753962490374802,0.818064240701614,1.04023247955643,0.4849761523266,0.488470149021442,1.09453314919801,1.55255047910563,1.58859143652444,1.3889230461759,0.987409721667251,0.640806783515908,0.723499395155852,0.412371886544576,0.448281793878221,0.305728637715689,0.031668217386989,0.240482440727481
0.245987238524633,0.42188050400084,0.886087444762609,0.911353927098512,0.637478334048654,0.679602473377177,1.00358376515116,1.30435665284814,1.36910082858591,1.08134447272313,0.855530107255147,0.62576408838573,0.540070228377147,0.353327164871539,0.306524050113063,0.244849493843335,0.208533305245675
0.202903702368049,0.199565728534726,0.488769447926014,0.84811087981873,0.883506285353918,1.09978537025498,0.822910795412178,0.979480658283067,1.14220578869249,1.77625452572974,0.948738547580345,0.802593361517261,0.403389314421963,0.278808464155603,0.49119435242433,0.35746281284629,0.623047728353303
0.345784024170539,0.359312965583301,0.280517951240442,0.420089550047577,0.853636994198724,0.949962419913065,0.69086321495696,0.697766905179244,0.991974231726146,1.04143302979861,1.57406621736406,1.06528602123519,0.653779987712094,0.223401216856277,0.251797900861694,0.235983199928728,0.315964445253003
0.391852591601445,0.241636200849165,0.229469435062749,0.217368369081909,0.493058192974883,0.757682321117272,1.21877155887557,0.829742177274538,0.764183148918479,0.927901959466977,1.12198733793096,1.60698411547297,0.743058725142078,0.421750883145432,0.472579401892801,0.279693119301151,0.287153635597952
0.344312492167307,0.214603474059426,0.248794617704654,0.10015063336066,0.191206949439145,0.354689126129877,0.944274981103309,0.626765935437271,0.874074396107039,0.618076539412734,0.912566855293851,0.984769249795283,1.23158448954435,0.643939384674457,1.6177746818178,0.178090543074302,0.363389778163535
0.326562666510442,0.485053869245148,0.191204900298462,0.184809359793983,0.221616017144877,0.224768763467341,0.428255169040563,0.697779780450518,0.585633800681597,0.437496686397943,0.319351931555372,0.572424595640075,0.659471349901919,0.960503918969253,0.719881353979831,0.42633319040082,0.253061372652534
0.181684671262174,0.185170219383748,0.214694865588861,0.226614139359902,0.0737740100621221,0.167182336559841,0.239170809602468,0.502530593989387,0.536503756671857,0.813919183637645,0.380097684623107,0.677323555711681,1.7495569543509,0.760186286414635,1.24045510098041,0.540912005122386,0.0247602645323237
0.110669524145395,0.0318595256694225,0.204448126500858,0.15341847687993,0.279184623220727,0.308808456403986,0.171535539963054,0.062387442867131,0.513634994174539,0.709914375386747,0.426944464211421,0.480452387554411,0.230833103639881,0.539579488662532,0.648296687426239,0.771850798166588,0.166666666666667
0.021315298006044,0.0207784210642891,0.169045187275961,0.00952306928857686,0.0527165024081868,0.0813963155476649,0.142625991041895,0.400641015469574,0.369938294692446,1.04639315053337,0.483422639676774,0.41713954381435,0.398316602293859,0.270851108122188,0.025095793472829,0.140944203234252,0.509543367963276
