"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_[70,75)","contact_75+"
1.85907671373012,0.826121823324659,0.463323708319206,0.299847627606166,0.528293661659043,0.829020495152279,0.883820467567277,1.12196926850855,0.43450557845251,0.301431534395241,0.352033184696435,0.303618266496685,0.216893616444141,0.10610313045202,0.119163377994232,0.0724520200153528
0.803363203500895,6.62770605134893,1.20082562965926,0.594761097686604,0.535309732221994,0.721692427007425,1.06071539300496,1.54202374110154,1.10922727934512,0.384877956127271,0.339248638973566,0.244631393581854,0.325797861029845,0.264380904016878,0.066538680931455,0.413992536133573
0.418950825425687,1.11658203080482,7.02195452018267,1.27599402113132,0.259104756094993,0.36448167024875,0.568028542338543,1.11701209695301,1.20582344062848,0.745614696658753,0.427087768446975,0.354076001363383,0.19825289107692,0.194066408281594,0.205149459261735,0.198609778250817
0.26178063031879,0.533963542180624,1.23198949508268,6.48373582086587,1.14855362583948,0.711762402363767,0.465432646497704,0.876496366489828,0.928399356619728,0.896028409814032,0.589794063862031,0.319106049487764,0.193094147010181,0.304065754784726,0.239470352108735,0.380711046079147
0.46707626193926,0.486686941783413,0.253343201162913,1.16312604545292,2.5972908297446,1.34110577251869,0.849891775967374,0.737234049154492,0.767498074274475,1.04859936134478,0.598585202668193,0.466784485453199,0.32935982819631,0.26284188770204,0.177069258937779,0.156164593757455
0.761999018520826,0.682139897729515,0.370498377471546,0.74935445912315,1.39424719921504,1.77926363833448,1.12955727064701,0.913615926579107,0.875480636810274,0.916971515567167,0.85137104506899,0.715329070045727,0.480048614301273,0.396855658183376,0.166506067069218,0.103589552205378
0.732105901914688,0.903526476838336,0.520357100607605,0.441600751300424,0.79627133952109,1.01795590024917,1.61104465687157,1.26432101476776,0.997164529219105,0.752864932380942,0.634384539870275,0.659054815168371,0.458267493015795,0.25837013755986,0.091736262058394,0.343440407054054
0.826226257222848,1.16772680744624,0.909698295196875,0.739317964589485,0.614060299875554,0.731968763924885,1.12399798978494,1.50284157363105,1.22843854886718,0.878667343203589,0.656313752590087,0.55311347982353,0.553694618550073,0.482224800978039,0.144725507795337,0.335508698783309
0.322914223438032,0.847704559430924,0.991053303771014,0.790295951376913,0.645144080939705,0.707863010592956,0.894640977962083,1.23973032175525,1.36176849489649,1.20937059978523,0.707247347429067,0.589910595555814,0.530111167396734,0.374252194892508,0.327502307068989,0.431153269013283
0.261500798231556,0.343351960327017,0.715352777275183,0.890367342737753,1.02891980748942,0.865468040565088,0.788481576374755,1.03512021263506,1.41173090719998,1.88192534712989,0.799691088970811,0.711827109315413,0.54328061202943,0.290717076327108,0.306472957107076,0.274229515371236
0.336264983821781,0.333233238612651,0.451166295174541,0.64529982306474,0.646713045831873,0.88476466972748,0.73154454844212,0.851317408696447,0.909028605439548,0.880513386424055,0.787930801359248,0.988125676515001,0.457251052222817,0.294425780995183,0.335702920667135,0.746640144692779
0.269697977937631,0.223457091853814,0.347830578690133,0.32467431986326,0.468979448133689,0.691299947624752,0.70674293903342,0.667184588065395,0.705089378405013,0.728853062737763,0.918890872718603,1.28195739413319,0.805167143123346,0.428072064548431,0.228777680068494,0.510204148805885
0.24003469774512,0.37077260856024,0.242643273930147,0.244770724023076,0.412273562839362,0.577994000455802,0.612260798202474,0.832107671767207,0.78940957468665,0.69305408352813,0.529765811156822,1.00314451942633,0.65318736102364,0.648687594134266,0.320505428242747,0.589061655018366
0.135573358098746,0.347382869578092,0.274231915645765,0.445017177350024,0.379864175671796,0.551682983020049,0.398546151024606,0.836715217033595,0.643455761331091,0.428185901734425,0.393843743608588,0.615762517696642,0.748952877481149,0.748000139120757,0.680412117153232,0.148267946577629
0.17482301755032,0.100383458064911,0.332849306219534,0.402411762791337,0.293823535541451,0.265764350454854,0.162475167423867,0.288325369409378,0.646514622028568,0.518279021796982,0.515599971934028,0.377850206521952,0.424877703387473,0.78123499558117,0.734485072123448,0.781374841830638
0.0544176501415462,0.319752505452084,0.164972435329287,0.327527576341273,0.132665948336779,0.0846478821783554,0.311408758249932,0.342196087149517,0.435741727406986,0.237421009525735,0.587087159586818,0.431403314587457,0.39978158393276,0.0871546177783824,0.40003031440241,0.716906576347728
