"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_[70,75)","contact_75+"
3.88955552217448,2.03423735349134,0.284630577650562,0.221488272323983,0.287837938834252,0.414860526329532,1.03213516520202,1.07308187155993,1.60402644220226,0.127855564471817,0.252929189511841,0.310404807843928,0.42812798372787,0.192998381719407,0.0830801751979476,0.0465105432401058
2.0656053426683,11.9642727470772,1.34289022112568,0.200256989296724,0.0925858688548399,0.727853938060858,0.840113838818468,1.80225782544893,2.02216245861563,0.700639344646227,0.321056657406063,0.157798539819189,0.387919040737265,0.224794434946458,0.059387620367259,0.167763532797786
0.283874575847984,1.31898462148393,9.73194903641188,1.70500771197551,0.118250152975968,0.0656349240875277,0.979846323470113,1.14296004603837,1.24337002806328,0.974484010431112,0.285100966859683,0.223498330667041,0.101110708718584,0.115614036130939,0.197590532213435,0.211184882778523
0.225333112839081,0.200639408978465,1.73922465904714,7.47940950689651,0.968012857344883,0.316470259580172,1.4499454375216,0.418690492365727,0.525226719072942,1.06263824685751,0.633877236136352,0.438449038770622,0.17722006462132,0.0748552244772339,0.880174631434077,0.0425610966823685
0.299138288798519,0.0947595417583394,0.123219867082107,0.988850901688476,2.42873763816172,1.15398489833954,1.98318670398111,1.40875815306709,1.27291983609121,0.788028256292173,2.41544295985541,0.635367341361907,0.256630171822879,0.0812904690286787,0.0862473503050579,0.304796998657485
0.418078285027463,0.722360532571142,0.0663201561429089,0.313483090352209,1.11900403736577,1.66575134930404,2.16372373604929,0.804744271224679,1.2579574803228,0.952049306909329,1.71215128711794,0.504157569354741,0.349908678979449,0.175861388519162,0.030179974496398,0.442627405118579
0.888074184199908,0.711877203830651,0.84532885550505,1.22628114213899,1.64192117553461,1.84739167883153,3.93599615014437,1.94161659527478,2.18362864250082,1.05587677031643,0.655246855795516,0.479761108205963,0.68671529857271,0.0668618992266867,0.23544793608755,0.592899647340246
0.81440443829378,1.34703372845962,0.869747879984513,0.312338911215621,1.02877344922551,0.606051695540175,1.71260843374578,3.68029099262946,1.96142599366106,1.63983058546615,1.08820238130027,0.453578988817185,0.763483442158942,0.496834129803845,0.257080497535915,0.184013450819025
1.22476443793516,1.52058731933736,0.951911327050637,0.394197236113201,0.935229354531713,0.953128617882239,1.93779198851444,1.97335716631362,2.17596566523605,1.56201862031666,0.685806894116397,0.590113218428137,0.462171639173148,0.286912306242294,0.197793171444653,0.211248458527727
0.106283814288315,0.573583032962501,0.812226717809891,0.868277726342117,0.630326141960038,0.785328651388051,1.02011248435611,1.7961359549055,1.70056274330954,1.79223299929761,0.959246015760966,0.987818637840063,0.344890879242786,0.0724474705960261,0.275346261046177,0.634431732510031
0.225960416848807,0.282468075636019,0.255380163613899,0.556627027149576,2.07637710812923,1.5178192433697,0.680339505239433,1.28096072156158,0.802406091497642,1.03089853148311,1.31817187841679,1.08149405981529,0.624709389544924,0.305791429900059,0.222931085841613,0.361586393012311
0.275188911635069,0.137771614532634,0.198669789101516,0.382073865978564,0.542005146278591,0.443520079376561,0.494327600277148,0.529844152782994,0.68516755521706,1.05349434639983,1.07323101494681,2.12566641279513,1.1147449441882,0.549441745384282,0.142999521222044,0.410469218830503
0.511273765405008,0.456220994432828,0.121068762554712,0.208026423723746,0.294892440040491,0.414647556930007,0.953112016713542,1.20135743978288,0.722839938805765,0.495466281879341,0.835073134063908,1.50159534488784,1.70351878346625,0.795233166840096,0.749117937598898,0.442164053907571
0.279708175202691,0.320842080997764,0.168003028721527,0.106634890863806,0.113361909564633,0.252910286399837,0.112620520560998,0.948758414311537,0.544577412883423,0.126306942343251,0.496070483832816,0.898195043851506,0.965086152577089,0.79670532862666,0.692835390309881,0.767740348842414
0.141322229105034,0.0994862991336664,0.337003384289891,1.47166052817222,0.141167546915384,0.0509420534142413,0.46547385517054,0.576202228130704,0.440639397685133,0.563436218896377,0.424473216098597,0.274375397984792,1.06704658094247,0.813189282890984,1.41390418399071,1.244192819332
0.045292994241135,0.16089089202606,0.206204198092734,0.0407397302698039,0.28560534925595,0.427722821221333,0.671039586774395,0.236114096444,0.2694214220931,0.743219368786051,0.394147053381756,0.450876628206643,0.360564661855351,0.515872637808136,0.712285716042902,1.09611442518268
