age_band,num_people,max_vax,time_1,time_2,time_3,infection,infection_day
2,1,2,162,329,-1,0,-1
2,1,2,164,285,-1,0,-1
2,1,2,148,251,-1,0,-1
2,1,2,113,342,-1,0,-1
2,1,2,170,316,-1,0,-1
2,1,2,145,355,-1,0,-1
2,1,2,111,346,-1,0,-1
2,1,2,131,256,-1,0,-1
2,1,2,125,253,-1,0,-1
2,1,2,91,363,-1,0,-1
2,1,2,63,311,-1,0,-1
2,1,2,94,313,-1,0,-1
2,1,2,105,291,-1,0,-1
2,1,2,77,344,-1,0,-1
2,1,2,81,271,-1,0,-1
2,1,2,150,261,-1,0,-1
2,1,2,103,254,-1,0,-1
2,1,2,160,329,-1,1,319
2,1,2,59,343,-1,0,-1
2,1,2,60,247,-1,0,-1
2,1,2,144,274,-1,1,334
2,1,2,156,293,-1,0,-1
2,1,2,150,268,-1,0,-1
2,1,2,106,343,-1,0,-1
2,1,2,99,279,-1,0,-1
2,1,2,72,286,-1,0,-1
2,1,2,53,245,-1,0,-1
2,1,2,126,309,-1,0,-1
2,1,2,115,269,-1,0,-1
2,1,2,88,282,-1,0,-1
2,1,2,62,240,-1,0,-1
2,1,2,170,265,-1,0,-1
2,1,2,77,330,-1,0,-1
2,1,2,90,312,-1,0,-1
2,1,2,99,279,-1,0,-1
2,1,2,79,288,-1,0,-1
2,1,2,161,302,-1,0,-1
2,1,2,140,312,-1,0,-1
2,1,2,60,309,-1,0,-1
2,1,2,58,250,-1,0,-1
2,1,2,161,316,-1,0,-1
2,1,2,145,266,-1,0,-1
2,1,2,92,362,-1,0,-1
2,1,2,150,267,-1,0,-1
2,1,2,158,272,-1,0,-1
2,1,2,150,275,-1,0,-1
2,1,2,113,340,-1,0,-1
2,1,2,62,275,-1,0,-1
2,1,2,104,288,-1,0,-1
2,1,2,119,240,-1,0,-1
2,1,2,66,346,-1,0,-1
2,1,2,64,240,-1,0,-1
2,1,2,170,315,-1,0,-1
2,1,2,131,357,-1,0,-1
2,1,2,180,252,-1,0,-1
2,1,2,134,362,-1,0,-1
2,1,2,79,325,-1,0,-1
2,1,2,155,321,-1,0,-1
2,1,2,168,273,-1,0,-1
2,1,2,170,260,-1,0,-1
2,1,2,127,278,-1,0,-1
2,1,2,63,333,-1,0,-1
2,1,2,82,252,-1,0,-1
2,1,2,60,243,-1,0,-1
2,1,2,111,314,-1,0,-1
2,1,2,128,274,-1,1,327
2,1,2,70,306,-1,0,-1
2,1,2,135,284,-1,0,-1
2,1,2,67,247,-1,0,-1
2,1,2,134,291,-1,0,-1
2,1,2,84,318,-1,0,-1
2,1,2,53,311,-1,0,-1
2,1,2,95,269,-1,0,-1
2,1,2,55,244,-1,0,-1
2,1,2,171,285,-1,1,307
2,1,2,144,291,-1,0,-1
2,1,2,88,322,-1,0,-1
2,1,2,170,340,-1,0,-1
2,1,2,75,356,-1,0,-1
2,1,2,93,316,-1,0,-1
2,1,2,107,257,-1,0,-1
2,1,2,181,345,-1,0,-1
2,1,2,102,284,-1,0,-1
2,1,2,53,319,-1,0,-1
2,1,2,124,301,-1,0,-1
2,1,2,154,341,-1,0,-1
2,1,2,98,250,-1,0,-1
2,1,2,178,276,-1,0,-1
2,1,2,91,271,-1,0,-1
2,1,2,71,252,-1,0,-1
2,1,2,104,268,-1,0,-1
2,1,2,154,339,-1,0,-1
2,1,2,175,309,-1,1,307
2,1,2,85,250,-1,0,-1
2,1,2,76,257,-1,0,-1
2,1,2,129,260,-1,0,-1
2,1,2,118,243,-1,0,-1
2,1,2,131,296,-1,0,-1
2,1,2,149,244,-1,0,-1
2,1,2,93,318,-1,0,-1
2,1,2,176,289,-1,0,-1
2,1,2,109,265,-1,1,324
2,1,2,106,246,-1,0,-1
2,1,2,128,348,-1,0,-1
2,1,2,162,309,-1,0,-1
2,1,2,146,280,-1,0,-1
2,1,2,62,356,-1,0,-1
2,1,2,92,295,-1,0,-1
2,1,2,94,320,-1,0,-1
2,1,2,65,308,-1,0,-1
2,1,2,122,254,-1,0,-1
2,1,2,75,347,-1,0,-1
2,1,2,102,332,-1,0,-1
2,1,2,82,250,-1,0,-1
2,1,2,123,269,-1,0,-1
2,1,2,166,277,-1,0,-1
2,1,2,81,306,-1,0,-1
2,1,2,128,269,-1,0,-1
2,1,2,97,242,-1,0,-1
2,1,2,70,349,-1,0,-1
2,1,2,89,276,-1,0,-1
2,1,2,151,263,-1,0,-1
2,1,2,127,340,-1,0,-1
2,1,2,167,262,-1,0,-1
2,1,2,90,321,-1,0,-1
2,1,2,103,357,-1,0,-1
2,1,2,133,350,-1,0,-1
2,1,2,156,343,-1,0,-1
2,1,2,110,237,-1,0,-1
2,1,2,134,312,-1,0,-1
2,1,2,175,342,-1,0,-1
2,1,2,162,291,-1,0,-1
2,1,2,174,275,-1,0,-1
2,1,2,137,305,-1,0,-1
2,1,2,150,258,-1,0,-1
2,1,2,119,320,-1,0,-1
2,1,2,126,326,-1,0,-1
2,1,2,181,323,-1,0,-1
2,1,2,90,263,-1,1,300
2,1,2,76,258,-1,0,-1
2,1,2,64,244,-1,0,-1
2,1,2,82,290,-1,0,-1
2,1,2,149,315,-1,1,289
2,1,2,166,346,-1,0,-1
2,1,2,176,264,-1,0,-1
2,1,2,128,283,-1,0,-1
2,1,2,178,263,-1,0,-1
2,1,2,138,357,-1,0,-1
2,1,2,71,236,-1,0,-1
2,1,2,138,315,-1,1,308
2,1,2,80,306,-1,0,-1
2,1,2,156,240,-1,0,-1
2,1,2,52,282,-1,0,-1
2,1,2,54,332,-1,0,-1
2,1,2,139,355,-1,0,-1
2,1,2,107,251,-1,0,-1
2,1,2,99,251,-1,0,-1
2,1,2,62,294,-1,0,-1
2,1,2,66,355,-1,1,333
2,1,2,68,285,-1,0,-1
2,1,2,108,303,-1,0,-1
2,1,2,102,293,-1,0,-1
2,1,2,109,342,-1,0,-1
2,1,2,137,287,-1,0,-1
2,1,2,122,236,-1,0,-1
2,1,2,174,340,-1,0,-1
2,1,2,68,324,-1,0,-1
2,1,2,99,295,-1,0,-1
2,1,2,132,355,-1,0,-1
2,1,2,117,326,-1,0,-1
2,1,2,116,272,-1,1,317
2,1,2,99,360,-1,0,-1
2,1,2,89,258,-1,1,324
2,1,2,71,354,-1,0,-1
2,1,2,171,255,-1,0,-1
2,1,2,114,342,-1,0,-1
2,1,2,102,355,-1,0,-1
2,1,2,139,270,-1,0,-1
2,1,2,109,276,-1,0,-1
2,1,2,62,260,-1,0,-1
2,1,2,62,265,-1,1,306
