age_band,num_people,max_vax,time_1,time_2,time_3,infection,infection_day
2,1,2,145,334,-1,0,-1
2,1,2,131,300,-1,0,-1
2,1,2,116,344,-1,0,-1
2,1,2,128,354,-1,0,-1
2,1,2,151,350,-1,0,-1
2,1,2,111,336,-1,0,-1
2,1,2,131,293,-1,0,-1
2,1,2,119,326,-1,0,-1
2,1,2,115,338,-1,0,-1
2,1,2,105,289,-1,0,-1
2,1,2,151,298,-1,0,-1
2,1,2,160,298,-1,0,-1
2,1,2,116,318,-1,0,-1
2,1,2,176,333,-1,0,-1
2,1,2,177,295,-1,0,-1
2,1,2,104,327,-1,0,-1
2,1,2,181,286,-1,0,-1
2,1,2,155,325,-1,0,-1
2,1,2,125,283,-1,0,-1
2,1,2,119,321,-1,0,-1
2,1,2,141,311,-1,0,-1
2,1,2,118,327,-1,0,-1
2,1,2,104,306,-1,0,-1
2,1,2,148,333,-1,0,-1
2,1,2,111,330,-1,0,-1
2,1,2,181,342,-1,0,-1
2,1,2,143,328,-1,0,-1
2,1,2,153,321,-1,0,-1
2,1,2,132,320,-1,0,-1
2,1,2,175,334,-1,0,-1
2,1,2,159,305,-1,0,-1
2,1,2,170,318,-1,0,-1
2,1,2,118,286,-1,0,-1
2,1,2,114,350,-1,0,-1
2,1,2,149,347,-1,0,-1
2,1,2,111,313,-1,0,-1
2,1,2,130,354,-1,0,-1
2,1,2,163,328,-1,0,-1
2,1,2,104,306,-1,0,-1
2,1,2,125,362,-1,0,-1
2,1,2,154,326,-1,0,-1
2,1,2,112,305,-1,0,-1
2,1,2,156,336,-1,0,-1
2,1,2,129,345,-1,0,-1
2,1,2,170,338,-1,0,-1
2,1,2,109,325,-1,0,-1
2,1,2,135,316,-1,0,-1
2,1,2,109,284,-1,0,-1
2,1,2,115,283,-1,0,-1
2,1,2,136,344,-1,0,-1
2,1,2,117,334,-1,0,-1
2,1,2,108,357,-1,0,-1
2,1,2,103,336,-1,0,-1
2,1,2,165,296,-1,0,-1
2,1,2,107,286,-1,0,-1
2,1,2,155,309,-1,0,-1
2,1,2,126,337,-1,0,-1
2,1,2,158,350,-1,0,-1
2,1,2,158,327,-1,0,-1
2,1,2,105,318,-1,0,-1
2,1,2,176,319,-1,0,-1
2,1,2,155,289,-1,0,-1
2,1,2,106,328,-1,0,-1
2,1,2,106,317,-1,0,-1
2,1,2,118,323,-1,0,-1
2,1,2,173,326,-1,0,-1
2,1,2,158,322,-1,0,-1
2,1,2,142,360,-1,0,-1
2,1,2,165,331,-1,0,-1
2,1,2,103,284,-1,0,-1
2,1,2,167,347,-1,0,-1
2,1,2,162,328,-1,0,-1
2,1,2,129,296,-1,0,-1
2,1,2,177,345,-1,0,-1
2,1,2,163,357,-1,0,-1
2,1,2,172,299,-1,0,-1
2,1,2,120,322,-1,0,-1
2,1,2,167,290,-1,0,-1
2,1,2,113,302,-1,0,-1
2,1,2,159,290,-1,0,-1
2,1,2,133,351,-1,0,-1
2,1,2,150,352,-1,0,-1
2,1,2,159,328,-1,0,-1
2,1,2,147,336,-1,0,-1
2,1,2,127,334,-1,0,-1
2,1,2,159,335,-1,0,-1
2,1,2,106,331,-1,0,-1
2,1,2,166,303,-1,0,-1
2,1,2,143,296,-1,0,-1
2,1,2,128,306,-1,0,-1
2,1,2,112,288,-1,0,-1
2,1,2,130,300,-1,0,-1
2,1,2,115,331,-1,0,-1
2,1,2,140,311,-1,0,-1
2,1,2,110,298,-1,0,-1
2,1,2,136,332,-1,0,-1
2,1,2,168,333,-1,0,-1
2,1,2,111,339,-1,0,-1
2,1,2,153,285,-1,0,-1
2,1,2,165,330,-1,0,-1
2,1,2,136,334,-1,0,-1
2,1,2,148,338,-1,0,-1
2,1,2,113,288,-1,0,-1
2,1,2,110,344,-1,0,-1
2,1,2,162,347,-1,0,-1
2,1,2,154,311,-1,0,-1
2,1,2,168,314,-1,0,-1
2,1,2,163,337,-1,0,-1
2,1,2,108,313,-1,0,-1
2,1,2,179,323,-1,0,-1
2,1,2,155,312,-1,0,-1
2,1,2,172,307,-1,0,-1
2,1,2,128,332,-1,0,-1
2,1,2,129,339,-1,0,-1
2,1,2,157,295,-1,0,-1
2,1,2,111,287,-1,0,-1
2,1,2,121,285,-1,0,-1
2,1,2,170,327,-1,0,-1
2,1,2,157,316,-1,0,-1
2,1,2,150,319,-1,0,-1
2,1,2,136,342,-1,0,-1
2,1,2,105,301,-1,0,-1
2,1,2,141,342,-1,0,-1
2,1,2,101,339,-1,0,-1
2,1,2,124,331,-1,0,-1
2,1,2,128,307,-1,0,-1
2,1,2,126,320,-1,0,-1
2,1,2,166,337,-1,0,-1
2,1,2,120,286,-1,0,-1
2,1,2,115,328,-1,0,-1
2,1,2,146,342,-1,0,-1
2,1,2,151,355,-1,0,-1
2,1,2,128,347,-1,0,-1
2,1,2,178,339,-1,0,-1
2,1,2,134,323,-1,0,-1
2,1,2,111,346,-1,0,-1
2,1,2,102,354,-1,0,-1
2,1,2,178,337,-1,0,-1
2,1,2,112,286,-1,0,-1
2,1,2,173,294,-1,0,-1
2,1,2,119,311,-1,0,-1
2,1,2,172,350,-1,0,-1
2,1,2,149,340,-1,0,-1
2,1,2,144,305,-1,0,-1
2,1,2,128,294,-1,0,-1
2,1,2,124,283,-1,0,-1
2,1,2,121,294,-1,0,-1
2,1,2,104,349,-1,0,-1
2,1,2,145,336,-1,0,-1
2,1,2,130,293,-1,0,-1
2,1,2,115,320,-1,0,-1
2,1,2,117,349,-1,0,-1
2,1,2,161,335,-1,0,-1
2,1,2,162,318,-1,0,-1
2,1,2,119,336,-1,0,-1
2,1,2,117,307,-1,0,-1
2,1,2,121,305,-1,0,-1
2,1,2,124,310,-1,0,-1
2,1,2,178,294,-1,0,-1
2,1,2,169,345,-1,0,-1
2,1,2,137,305,-1,0,-1
2,1,2,106,350,-1,0,-1
2,1,2,118,304,-1,0,-1
2,1,2,143,339,-1,0,-1
2,1,2,127,333,-1,0,-1
2,1,2,115,339,-1,0,-1
2,1,2,114,341,-1,0,-1
2,1,2,125,325,-1,0,-1
2,1,2,166,333,-1,0,-1
2,1,2,163,302,-1,0,-1
2,1,2,127,295,-1,0,-1
2,1,2,131,347,-1,0,-1
2,1,2,128,284,-1,0,-1
2,1,2,132,330,-1,0,-1
2,1,2,144,315,-1,0,-1
2,1,2,177,320,-1,0,-1
2,1,2,155,328,-1,0,-1
2,1,2,166,301,-1,0,-1
2,1,2,115,353,-1,0,-1
2,1,2,177,357,-1,0,-1
2,1,2,171,307,-1,0,-1
2,1,2,148,301,-1,0,-1
2,1,2,164,342,-1,0,-1
2,1,2,151,347,-1,0,-1
2,1,2,147,342,-1,0,-1
2,1,2,149,358,-1,0,-1
2,1,2,119,303,-1,0,-1
2,1,2,167,341,-1,0,-1
2,1,2,161,287,-1,0,-1
2,1,2,179,362,-1,0,-1
2,1,2,104,339,-1,0,-1
2,1,2,149,299,-1,0,-1
2,1,2,172,290,-1,0,-1
2,1,2,110,349,-1,0,-1
2,1,2,137,336,-1,0,-1
2,1,2,148,318,-1,0,-1
2,1,2,112,357,-1,0,-1
2,1,2,133,306,-1,0,-1
2,1,2,178,303,-1,0,-1
2,1,2,146,319,-1,0,-1
2,1,2,141,334,-1,0,-1
2,1,2,135,347,-1,0,-1
2,1,2,176,321,-1,0,-1
2,1,2,132,302,-1,0,-1
2,1,2,104,361,-1,0,-1
2,1,2,179,308,-1,0,-1
2,1,2,106,308,-1,0,-1
2,1,2,123,352,-1,0,-1
2,1,2,153,292,-1,0,-1
2,1,2,111,290,-1,0,-1
2,1,2,172,299,-1,0,-1
2,1,2,162,318,-1,0,-1
2,1,2,150,309,-1,0,-1
2,1,2,102,310,-1,0,-1
2,1,2,114,292,-1,0,-1
2,1,2,109,340,-1,0,-1
2,1,2,174,301,-1,0,-1
2,1,2,167,315,-1,0,-1
2,1,2,171,303,-1,0,-1
2,1,2,111,332,-1,0,-1
2,1,2,124,309,-1,0,-1
2,1,2,147,301,-1,0,-1
2,1,2,149,338,-1,0,-1
2,1,2,108,326,-1,0,-1
2,1,2,130,327,-1,0,-1
2,1,2,129,349,-1,0,-1
2,1,2,122,317,-1,0,-1
2,1,2,167,330,-1,0,-1
2,1,2,110,308,-1,0,-1
2,1,2,168,324,-1,0,-1
2,1,2,147,342,-1,0,-1
2,1,2,161,300,-1,0,-1
2,1,2,159,306,-1,0,-1
2,1,2,172,338,-1,0,-1
2,1,2,164,346,-1,0,-1
2,1,2,159,309,-1,0,-1
2,1,2,134,323,-1,0,-1
2,1,2,163,313,-1,0,-1
2,1,2,163,328,-1,0,-1
2,1,2,138,286,-1,0,-1
2,1,2,145,360,-1,0,-1
2,1,2,162,327,-1,0,-1
2,1,2,163,301,-1,0,-1
2,1,2,104,347,-1,0,-1
2,1,2,159,293,-1,0,-1
