age_band,num_people,max_vax,time_1,time_2,time_3,infection,infection_day
2,1,2,131,280,-1,0,-1
2,1,2,81,281,-1,0,-1
2,1,2,95,288,-1,0,-1
2,1,2,151,234,-1,0,-1
2,1,2,93,331,-1,0,-1
2,1,2,172,360,-1,0,-1
2,1,2,164,273,-1,0,-1
2,1,2,139,273,-1,0,-1
2,1,2,146,300,-1,0,-1
2,1,2,158,329,-1,0,-1
2,1,2,85,261,-1,0,-1
2,1,2,178,260,-1,0,-1
2,1,2,84,320,-1,0,-1
2,1,2,148,262,-1,0,-1
2,1,2,156,239,-1,0,-1
2,1,2,169,297,-1,0,-1
2,1,2,111,252,-1,0,-1
2,1,2,129,265,-1,0,-1
2,1,2,102,330,-1,0,-1
2,1,2,177,282,-1,0,-1
2,1,2,99,334,-1,0,-1
2,1,2,166,338,-1,0,-1
2,1,2,173,277,-1,0,-1
2,1,2,170,250,-1,0,-1
2,1,2,98,308,-1,0,-1
2,1,2,169,341,-1,0,-1
2,1,2,105,351,-1,0,-1
2,1,2,159,286,-1,0,-1
2,1,2,121,257,-1,0,-1
2,1,2,115,257,-1,0,-1
2,1,2,64,324,-1,0,-1
2,1,2,82,355,-1,0,-1
2,1,2,109,348,-1,0,-1
2,1,2,97,302,-1,0,-1
2,1,2,54,303,-1,0,-1
2,1,2,52,257,-1,0,-1
2,1,2,172,293,-1,0,-1
2,1,2,102,239,-1,0,-1
2,1,2,74,246,-1,0,-1
2,1,2,170,316,-1,0,-1
2,1,2,178,343,-1,0,-1
2,1,2,67,260,-1,0,-1
2,1,2,174,335,-1,0,-1
2,1,2,180,335,-1,0,-1
2,1,2,173,300,-1,0,-1
2,1,2,92,309,-1,0,-1
2,1,2,159,290,-1,0,-1
2,1,2,165,277,-1,0,-1
2,1,2,123,241,-1,0,-1
2,1,2,151,296,-1,0,-1
2,1,2,86,331,-1,0,-1
2,1,2,90,281,-1,0,-1
2,1,2,74,332,-1,0,-1
2,1,2,76,239,-1,0,-1
2,1,2,138,360,-1,0,-1
2,1,2,151,263,-1,0,-1
2,1,2,180,314,-1,0,-1
2,1,2,173,243,-1,0,-1
2,1,2,174,311,-1,0,-1
2,1,2,142,298,-1,0,-1
2,1,2,147,347,-1,0,-1
2,1,2,135,333,-1,0,-1
2,1,2,158,316,-1,0,-1
2,1,2,92,296,-1,0,-1
2,1,2,65,306,-1,0,-1
2,1,2,84,363,-1,0,-1
2,1,2,158,270,-1,0,-1
