sim,AR_first,AR_second
1,0.688865257861871,0.648535839263212
2,0.718298378672113,0.670084837469023
3,0.708240617987792,0.61940253060192
4,0.723071950231183,0.652747263043
5,0.632570842331602,0.622011833210754
6,0.627272599511868,0.625440934664374
7,0.718607559950718,0.657919022612394
8,0.710999826671101,0.658780982540627
9,0.657263183536565,0.649964631535554
10,0.597970646516792,0.615022462488347
11,0.696046695742199,0.663962111239676
12,0.721957023802274,0.669410260133885
13,0.693568560948531,0.652344390467848
14,0.68904327132531,0.681889940833946
15,0.62728665320635,0.625609578998159
16,0.640258213213284,0.625829753545044
17,0.688031405322603,0.654508659418083
18,0.702726885186001,0.642726978877297
19,0.666163856708531,0.647889369317037
20,0.706760295502349,0.675809375688045
21,0.661441815362562,0.631591768282685
22,0.64795495322462,0.636908749361728
23,0.653880927731218,0.624995901005776
24,0.714658471801262,0.663592030618316
25,0.608178313275588,0.605508111323999
26,0.69452421217331,0.634210440021174
27,0.696135702473919,0.663442124543841
28,0.669972407913167,0.648587369476312
29,0.68718818365368,0.630355043168265
30,0.680414302913331,0.648226657984607
31,0.612530274000197,0.62463518951407
32,0.623257927454829,0.584956925426413
33,0.605049023970918,0.133472621060867
34,0.667274098572613,0.642431851293174
35,0.671532368000675,0.647434966528784
36,0.715796821054308,0.669026125818042
37,0.715843666702582,0.664453990546548
38,0.691240332229338,0.640693877742227
39,0.692083553898261,0.654681988316695
40,0.694725648460886,0.650550202138972
41,0.63114205005926,0.643766952268969
42,0.652475558283013,0.643565515981393
43,0.715084767200551,0.677350597516244
44,0.664172916656907,0.629277593257974
45,0.718804311673467,0.669766287060763
46,0.60837038043351,0.605517480453653
47,0.720420486538903,0.673809066506767
48,0.68011449076438,0.663217265432128
49,0.691132587238309,0.653257880609181
50,0.708259356247101,0.666084219106466
51,0.626888465196026,0.610183307021694
52,0.68052204790436,0.65923538532888
53,0.684461766924162,0.662678540476982
54,0.697330266504893,0.622358491007978
55,0.659094848384059,0.619814772306727
56,0.634505567605297,0.615921898935198
57,0.712194390702076,0.67136372366689
58,0.626710451732586,0.626396585889154
59,0.722242782256742,0.638234481207868
60,0.664051117971396,0.653192296701598
61,0.706643181381666,0.663910581026576
63,0.611963441656087,0.606473131678433
64,0.705982657741009,0.66752706507329
65,0.595708001705182,0.609016850379684
66,0.636496507656921,0.595829800390693
67,0.70477872458038,0.655895290606979
68,0.719970768315477,0.658855935577864
69,0.714353975087484,0.655825022134569
70,0.712779961305494,0.657965868260668
71,0.62979757995381,0.62965704300899
72,0.640806307298084,0.615729831777277
73,0.722720607869132,0.685618854436517
74,0.62228353797074,0.634721057587355
75,0.613401603058084,0.00482510177217087
76,0.723273386518759,0.646249771627465
77,0.660003653960565,0.618582731757133
78,0.663165735219027,0.62666829064914
79,0.617566181189598,0.604557144664046
80,0.592250792862597,0.61225856924021
81,0.58683543592218,0.591843235722618
82,0.610497172865127,0.621445000866644
83,0.68082186005331,0.658396848224784
84,0.71628870036118,0.641401247031157
85,0.614774180552498,0.607677064839062
86,0.685661015519963,0.660729761508805
87,0.678615430019628,0.642661394969714
88,0.719881761583758,0.682245967760825
89,0.699752186520633,0.653393732989174
90,0.614385361671827,0.618348503515766
91,0.653702914267779,0.646291932710911
92,0.653885612296046,0.634229178280484
93,0.727803360706807,0.673298448940586
94,0.727822098966116,0.695765621852558
95,0.709669410260134,0.654611719844285
96,0.718673143858301,0.652855008034029
97,0.723081319360838,0.668576407594616
99,0.684808424721385,0.640904683159458
100,0.658031452168251,0.633779460057058
101,0.678802812612722,0.000763584066858109
102,0.623122075074836,0.608871628870036
103,0.70468971784866,0.651730712475465
104,0.722861144813952,0.667550487897427
105,0.641729166569072,0.614390046236655
106,0.671129495425522,0.644863140438569
107,0.717403626790089,0.659169801421297
108,0.731527589744551,0.671284086064825
109,0.692284990185837,0.627816009031841
110,0.729920784008769,0.664566420102405
111,0.68223659863117,0.620231698576361
112,0.712695639138602,0.663741936692791
113,0.634767903235629,0.625169229904388
114,0.64943996027489,0.638890320283697
115,0.661310647547396,0.610820407838214
116,0.650999920362398,0.616118650657947
117,0.64208519349595,0.622714517934856
118,0.738174987234561,0.639564897618836
119,0.744419512149419,0.638375018152689
120,0.660022392219875,0.646390308572285
121,0.648709168161824,0.637302252807226
122,0.695522024481536,0.678952718687198
123,0.681674450851888,0.672291267502705
124,0.638398440976825,0.621969672127308
125,0.646352832053666,0.639897501721578
126,0.639546159359526,0.64984751741487
127,0.716354284268763,0.681814987796709
128,0.705729691240332,0.630814130521345
129,0.704577288292804,0.644877194133051
130,0.682845592058726,0.639855340638131
131,0.718719989506575,0.662331882679759
132,0.657417774175868,0.0013023090220034
133,0.696191917251847,0.652306913949229
134,0.668937119086322,0.00168644333784613
135,0.6933577555313,0.633990265474289
136,0.60170424468419,0.618170490052327
137,0.68552516313997,0.645219167365448
138,0.601713613813845,0.621529323033537
139,0.620376920086009,0.00193004070886835
140,0.666622944061611,0.656448069256606
141,0.710840551466971,0.642160146533188
142,0.677847161387943,0.647612979992224
143,0.688593553101885,0.644544590030309
144,0.712672216314465,0.651796296383047
145,0.719441412489987,0.656443384691779
146,0.65875755971649,0.627174223650494
147,0.686672881522671,0.650522094750008
148,0.654719464835314,0.640417488417413
149,0.719521050092052,0.669368099050439
150,0.655974928209044,0.662270983337003
151,0.623815390669284,0.61728042273513
152,0.693873057662308,0.619866302519827
153,0.720781198030609,0.655853129523533
154,0.704174415717652,0.663226634561782
155,0.686054518965461,0.664632004009987
156,0.638805998116805,0.641836911560101
157,0.615383173980053,0.613790421938754
158,0.630448734464812,0.603301681290317
159,0.600612741079417,0.613663938688416
160,0.641518361151841,0.630903137253065
161,0.684063578913837,0.647697302159116
162,0.703972979430076,0.638543662486473
163,0.680892128525721,0.635386265792839
164,0.70189771721156,0.650597047787246
166,0.729597549035682,0.670464287220039
167,0.672403697058562,0.646006174256442
168,0.667021132071936,0.627469351234617
169,0.703303086659765,0.664824071167909
170,0.67216009968754,0.000590255168246146
171,0.648840335976989,0.646919664397776
172,0.619215148008826,0.63278633231366
173,0.627281968641523,0.623159551593455
174,0.678282825916886,0.658237573020654
175,0.716574458815648,0.667972098731888
176,0.699101032009631,0.658832512753728
177,0.63543779600594,0.599507183780163
178,0.718349908885214,0.663348433247294
179,0.713492015159252,0.629999016241386
180,0.6395930050078,0.00162085943026323
181,0.683164142466986,0.650330027592087
182,0.630959352030993,0.601132727775253
183,0.720448593927867,0.672394327928907
184,0.723034473712564,0.655333142827697
185,0.710306511076654,0.670637616118651
186,0.721572889486431,0.639977139323643
187,0.667798769833276,0.653000229543677
188,0.715689076063279,0.657188230499328
189,0.589627436559281,0.603760768643397
190,0.656270055793167,0.643968388556545
191,0.668969911040114,0.640520548843615
192,0.614502475792511,0.589838241976512
193,0.63331568813915,0.619870987084655
194,0.670033307255922,0.616793227993086
195,0.731279307808701,0.626251364379506
196,0.715918619739819,0.647341275232237
197,0.632055540200593,0.634955285828723
198,0.682859645753208,0.633362533787424
199,0.688766882000497,0.634575836077708
200,0.735724959829857,0.627211700169113
1,0.747815821649248,0.652826900645065
2,0.778335761499436,0.661095157565338
3,0.77468648549893,0.68810635835984
4,0.742395780144004,0.659994284830911
5,0.783961923857083,0.682958021614582
7,0.791930368628406,0.690064506457673
9,0.77092009537774,0.674938046630158
11,0.781361990377904,0.67972567188371
13,0.791672717562902,0.714686579190226
14,0.746265230691395,0.675087952704634
24,0.726444836906876,0.657942445436531
25,0.730178435074274,0.650006792619
28,0.747946989464414,0.67988494708784
30,0.767753329554451,0.692181929759635
34,0.76183203961268,0.673921496062623
36,0.781596218619271,0.693620091161632
38,0.731321468892147,0.671794703631006
40,0.792145858610464,0.684578881044845
41,0.750453231647046,0.664641373139642
43,0.780940379543442,0.700656307532312
44,0.776105908641617,0.699161931352387
45,0.780026889402109,0.684255646071758
48,0.744831753854226,0.000402872575152131
50,0.756393259848126,0.683253149198705
51,0.780546876097945,0.689816224521823
52,0.781610272313753,0.662725386125256
54,0.74860751310507,0.681636974333269
58,0.788341991970656,0.700562616235765
60,0.777080298125706,0.694116655033331
61,0.769847330032277,0.660926513231553
63,0.785812326963887,0.690931150950732
64,0.756974145886718,0.69164320480449
65,0.757423864110144,0.651585490965817
66,0.778644942778041,0.69413539329264
67,0.784425695774991,0.668168850454637
68,0.796352597825425,0.691301231572093
73,0.763790187710513,0.676319993254227
76,0.766385436624865,0.683164142466986
77,0.757442602369453,0.689422721076326
78,0.767308295895853,0.681398061527074
81,0.796450973686799,0.693849634838172
82,0.766732094422089,0.672750354855786
83,0.754486641963395,0.654260377482234
84,0.727812729836462,0.667634810064319
86,0.787250488365883,0.663573292359006
87,0.794146167791743,0.691633835674835
88,0.78994411314161,0.679599188633372
89,0.767917289323408,0.67739275859969
92,0.790974717403627,0.684916169712415
94,0.747389526249959,0.684691310600702
97,0.734460127326472,0.674708502953618
99,0.770493799978451,0.679304061049249
100,0.721830540551935,0.665414326336155
102,0.757480078888072,0.681435538045693
106,0.758646535530082,0.675397133983239
107,0.755606252957132,0.675621993094951
112,0.795916933296481,0.693844950273344
115,0.744920760585945,0.653787236434671
116,0.755624991216441,0.666426192338863
121,0.784711454229459,0.681533913907068
125,0.766029409697986,0.689881808429406
126,0.781263614516529,0.678189134620339
127,0.799800437538355,0.651683866827191
129,0.769875437421241,0.685829659853748
130,0.79876514871151,0.684592934739327
132,0.782790782650246,0.678048597675519
136,0.767837651721343,0.686255955253037
138,0.761260522703743,0.651857195725803
141,0.773707411450013,0.685553270528934
143,0.787217696412092,0.689994237985262
153,0.729105669728811,0.668993333864251
160,0.788074971775497,0.685511109445488
164,0.768648081436475,0.7087043899057
165,0.788234246979627,0.683543592218001
167,0.77530484805614,0.684133847386247
168,0.793869778466929,0.709645987435997
169,0.776958499440194,0.684541404526227
171,0.75267371537521,0.664913077899629
173,0.742630008385371,0.699597595881331
176,0.785873226306642,0.680793752664346
177,0.730759321112865,0.664383722074138
179,0.764347650924967,0.682911175966309
183,0.791682086692557,0.687600425358486
186,0.741196531548202,0.672403697058562
187,0.765008174565624,0.677046100802466
191,0.7959544098151,0.681341846749146
193,0.754439796315121,0.692303728445146
194,0.748050049890615,0.629610197360716
197,0.771515035110813,0.671607321037912
